"","SMILES","DB","ID","scaffold","scaffold_id","NA","NA"
"3782","O=C(O[C@H]1[C@H](OC(=O)C)C=2[C@@](OC(=O)C)([C@H](C)C(=O)[C@]34O[C@]3([C@@H](OC(=O)C)C(C)C4)C=2)C2C(C)(C)C12)C(CC)C","NANPDB","2428","O1C23C=C4CCC5CC5C4CCC13CCC2","O1C23C=C4CCC5CC5C4CCC13CCC2",NA,487
"3783","O=C(O[C@H]1[C@H](OC(=O)C)C=C[C@@H]2[C@@]1(COC(=O)c1ccccc1)O2)C","EANPD","EUPH_00057","O1C2C=CCCC12","c1ccccc1","O(Cc1ccccc1)CC23OC3C=CCC2",489
"3784","O=C(O[C@H]1[C@H](OC(=O)C)C=C[C@H](OC(=O)c2ccccc2)[C@@]1(O)COC(=O)c1ccccc1)C","EANPD","ANNO_00160","c1ccccc1","c1ccccc1","O(Cc1ccccc1)CC2CCC=CC2OCc3ccccc3",3
"3785","O=C(O[C@H]1[C@H](OC(=O)C)C=C[C@H]2[C@]1(COC(=O)c1ccccc1)O2)C","EANPD","EUPH_00058","O1C2C=CCCC12","c1ccccc1","O(Cc1ccccc1)CC23OC3C=CCC2",489
"3786","O=C(O[C@H]1[C@H](OC(=O)C)C=CC=C1COC(=O)c1ccccc1)C","EANPD","EUPH_00059","c1ccccc1","c1ccccc1","O(Cc1ccccc1)CC2=CC=CCC2",3
"3787","O=C(O[C@H]1[C@H](OC(=O)c2ccccc2)C=C[C@H]2[C@]1(COC(=O)c1ccccc1)O2)C","EANPD","ANNO_02019","O1C2C=CCCC12","c1ccccc1","O(Cc1ccccc1)CC23OC3C=CC(OCc4ccccc4)C2",489
"3788","O=C(O[C@H]1[C@H](OC(=O)c2ccccc2)C2C(C)(C)C2[C@]2(OC(=O)C)[C@H](C)C(=O)[C@]34O[C@]3([C@@H](OC(=O)C)C(C)C4)C=C12)C","NANPDB","2426","O1C23C=C4CCC5CC5C4CCC13CCC2","c1ccccc1","O(Cc1ccccc1)C2CC3=CC45OC5(CCC4)CCC3C6CC26",487
"3789","O=C(O[C@H]1[C@H](OC)C=C[C@@H]2[C@@]1(COC(=O)c1ccccc1)C2)C","EANPD","ANNO_02015","c1ccccc1","C1=CC2CC2CC1","O(Cc1ccccc1)CC23CCC=CC3C2",3
"3790","O=C(O[C@H]1[C@H]2[C@](C)([C@@]3(C)[C@@H]([C@]4(C)[C@H](C(C)(C)[C@H](O)CC4)CC3)C1)CC[C@@]12[C@@]2(C)O[C@@](C(O)(C)C)(O1)CC2)C","NANPDB","1086","O1C2OC3(CCC4C5CCC6CCCCC6C5CCC43)C1CC2","O1C2OC3(CCC4C5CCC6CCCCC6C5CCC43)C1CC2",NA,490
"3791","O=C(O[C@H]1[C@H]2[C@](C)([C@@]3(C)[C@@H]([C@]4(C)[C@H](C(C)(C)C(=O)CC4)CC3)C1)CC[C@@]12[C@@]2(C)O[C@@](C(O)(C)C)(O1)CC2)C","NANPDB","1085","O1C2OC3(CCC4C5CCC6CCCCC6C5CCC43)C1CC2","O1C2OC3(CCC4C5CCC6CCCCC6C5CCC43)C1CC2",NA,490
"3792","O=C(O[C@H]1[C@H]2[C@@H](CO)CCN2CC1)C=C(C)C","EANPD","COMP_00072","N12CCCC1CCC2","N12CCCC1CCC2",NA,289
"3793","O=C(O[C@H]1[C@H]2[C@H]([C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)OC=C2)[C@](O)(C)C1)/C=C/c1ccc(O)cc1","NANPDB","794","c1ccccc1","O1C=CC2CCCC2C1","O1C=CC2C(OCC=Cc3ccccc3)CCC2C1OC4OCCCC4",3
"3794","O=C(O[C@H]1[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2C(CO)=CC(=O)C2=C(C)C1)C","NANPDB","5882","O1CCC2CCC=C3CC=CC3C12","O1CCC2CCC=C3CC=CC3C12",NA,160
"3795","O=C(O[C@H]1[C@H]2C(=C)C(=O)O[C@@H]2/C=C(\CO)/CC/C=C(\C)/C1)C([C@@H](O)COC(=O)C)=C","NANPDB","5392","O1CCC2CCC=CCCC=CC12","O1CCC2CCC=CCCC=CC12",NA,451
"3796","O=C(O[C@H]1[C@H]2C(CO)=CCN2CC1)/C(=C/C)/C","NANPDB","904","C1=CC2N(C1)CCC2","C1=CC2N(C1)CCC2",NA,153
"3797","O=C(O[C@H]1[C@H]2C(CO)=CCN2CC1)C=C(C)C","NANPDB","859","C1=CC2N(C1)CCC2","C1=CC2N(C1)CCC2",NA,153
"3799","O=C(O[C@H]1[C@H]2C(CO)=CCN2CC1)C=C(C)C","EANPD","LEGU_00487","C1=CC2N(C1)CCC2","C1=CC2N(C1)CCC2",NA,153
"3801","O=C(O[C@H]1[C@H]2C(COC(=O)/C=C\O)=CCN2CC1)/C(=C/C)/C","NANPDB","909","C1=CC2N(C1)CCC2","C1=CC2N(C1)CCC2",NA,153
"3802","O=C(O[C@H]1[C@H]2N(C)[C@@H](C1)C[C@H](O)C2)/C(=C/C)/C","NANPDB","3742","N1C2CCCC1CC2","N1C2CCCC1CC2",NA,312
"3803","O=C(O[C@H]1/C(/C)=C/[C@H]2[C@@H](O)[C@H](C)C[C@]2(OC(=O)C)C(=O)/C(/C)=C/[C@H]2C(C)(C)[C@H]2C1)/C=C/[C@@H]1[C@H](CCC)O1","NANPDB","2248","O1CC1","C1=CC2CCCC2CC=CC3CC3CC1","O(CC=CC1OC1)C2C=CC3CCCC3CC=CC4CC4C2",30
"3804","O=C(O[C@H]1/C(/C)=C/[C@H]2[C@@H](O)[C@H](C)C[C@]2(OC(=O)C)C(=O)C(=C)[C@H](O)[C@H]2C(C)(C)[C@H]2C1)/C=C/C=C\CCC","NANPDB","2296","C1=CC2CCCC2CCCC3CC3CC1","C1=CC2CCCC2CCCC3CC3CC1",NA,491
"3805","O=C(O[C@H]1/C(/C)=C/[C@H]2[C@@H](OC(=O)c3ccccc3)[C@H](C)C[C@]2(O)C(OC(=O)C)/C(/C)=C/CC(C)(C)[C@H](OC(=O)C)C1)C","NANPDB","2286","c1ccccc1","C1=CCC2CCCC2C=CCCCCC1","O(Cc1ccccc1)C2CCC3CC=CCCCCCC=CC23",3
"3806","O=C(O[C@H]1/C(/C)=C/CC/C(/C)=C/CC[C@](O)(C)[C@@H](O)C[C@@H]2C(=C)C(=O)O[C@@H]12)C","NANPDB","5379","O1CCC2CCCCCC=CCCC=CCC12","O1CCC2CCCCCC=CCCC=CCC12",NA,492
"3807","O=C(O[C@H]1/C(/C)=C\[C@H]2[C@@H](O)[C@H](C)C[C@]2(OC(=O)C)C(=O)/C(/C)=C\[C@H]2C(C)(C)[C@H]2C1)/C=C/C=C/CCC","NANPDB","2247","C1=CC2CCCC2CC=CC3CC3CC1","C1=CC2CCCC2CC=CC3CC3CC1",NA,493
"3808","O=C(O[C@H]1/C(/C)=C\[C@H]2[C@@H](OC(=O)c3ccccc3)[C@H](C)C[C@]2(OC(=O)C)[C@H](O)[C@H](C)/C=C\C(C)(C)C(=O)C1)C","NANPDB","2272","c1ccccc1","C1=CCCC2CCCC2C=CCCCC1","O(Cc1ccccc1)C2CCC3CCC=CCCCCC=CC23",3
"3809","O=C(O[C@H]1/C(/C)=C\[C@H]2[C@@H](OC(=O)c3ccccc3)[C@H](C)C[C@]2(OC(=O)C)C(=O)[C@H](C)/C=C\C(C)(C)C(=O)C1)C","NANPDB","2268","c1ccccc1","C1=CCCC2CCCC2C=CCCCC1","O(Cc1ccccc1)C2CCC3CCC=CCCCCC=CC23",3
"3810","O=C(O[C@H]1/C(/C)=C\[C@H]2OC(=O)C(CO)=C2C/C=C(/C)\[C@@H](O)C1)C","NANPDB","1952","O1CC=C2CC=CCCCC=CC12","O1CC=C2CC=CCCCC=CC12",NA,462
"3811","O=C(O[C@H]1/C(/C)=C\[C@H]2OC(=O)C(CO)=C2CCC(=C)[C@@H](O)C1)C","NANPDB","1957","O1CC=C2CCCCCCC=CC12","O1CC=C2CCCCCCC=CC12",NA,463
"3812","O=C(O[C@H]1/C(/C)=C\[C@H]2OC(=O)C(CO)=C2CCC(=C)[C@H](O)C1)C","NANPDB","1956","O1CC=C2CCCCCCC=CC12","O1CC=C2CCCCCCC=CC12",NA,463
"3813","O=C(O[C@H]1/C(/C)=C\[C@H]2OC(=O)C(CO)=C2CCC(=C)C(=O)C1)C","NANPDB","1959","O1CC=C2CCCCCCC=CC12","O1CC=C2CCCCCCC=CC12",NA,463
"3814","O=C(O[C@H]1C(=C)[C@@]2(O)[C@H](C(=C)C[C@@H]3OC(=O)C(=C)[C@H]3C2)C1)C","NANPDB","6772","O1CCC2CC3CCCC3CCC12","O1CCC2CC3CCCC3CCC12",NA,128
"3815","O=C(O[C@H]1C(=C)CCC2=C(C)C(=O)O[C@H]2/C=C(\C)/CC[C@@H]2[C@](C)(O2)CC1)C","NANPDB","80","O1CC=C2CCCCCCC3OC3CCC=CC12","O1CC=C2CCCCCCC3OC3CCC=CC12",NA,296
"3816","O=C(O[C@H]1C(=O)[C@@]2(O)[C@H](O[C@@H]3[C@@]4(C)[C@H]([C@@H](O)C=C(C=O)[C@@H]23)C2=C(C(C)C)CC[C@]2(C)CC4)OC1)C","EANPD","HERI_00006","O1CCCC2C1OC3C2C=CCC4C5=CCCC5CCC34","O1CCCC2C1OC3C2C=CCC4C5=CCCC5CCC34",NA,494
"3817","O=C(O[C@H]1C(C(C)C)[C@H](O)C(=O)C(CO)=C1)C","EANPD","COMP_00026","C1=CCCCC1","C1=CCCCC1",NA,1
"3818","O=C(O[C@H]1C(C)(C)[C@@]2(C)C(C=3C(=O)C(=O)C(C(C)C)=CC=3C=C2)=CC1)c1ccccc1","EANPD","LAMI_00203","C1=CCCC2=C1C=CC3C2=CCCC3","c1ccccc1","O(Cc1ccccc1)C2CC=C3C4=C(C=CCC4)C=CC3C2",495
"3819","O=C(O[C@H]1C(C)(C)[C@@H](O)[C@H]2[C@@H](C)[C@H](O)[C@]3(O2)[C@H]([C@@H](OC(=O)c2ccccc2)[C@@H](C)C3)[C@@H]2[C@@](C)([C@H](OC(=O)C)C1)O2)C","NANPDB","2255","c1ccccc1","O1C2CCCCCC3OC4(CCCC4C12)CC3","O(Cc1ccccc1)C2CCC34OC(CCCCCC5OC5C23)CC4",3
"3820","O=C(O[C@H]1C(C)(C)[C@@H](O)[C@H]2[C@H](C)C(=O)[C@]3(O2)[C@H]([C@@H](OC(=O)c2ccccc2)[C@@H](C)C3)[C@@H]2[C@@](C)([C@H](OC(=O)C)C1)O2)C","NANPDB","2258","c1ccccc1","O1C2CCCCCC3OC4(CCCC4C12)CC3","O(Cc1ccccc1)C2CCC34OC(CCCCCC5OC5C23)CC4",3
"3821","O=C(O[C@H]1C(C)(C)[C@@H]2[C@](C)([C@@H](COc3cc4OC(=O)C=Cc4cc3)C(=C)CC2)CC1)C","NANPDB","4309","O1c2ccccc2C=CC1","C1CCC2CCCCC2C1","O(c1ccc2C=CCOc2c1)CC3CCCC4CCCCC34",12
"3822","O=C(O[C@H]1C(C)(C)[C@@H]2[C@](C)([C@H](COc3cc4OC(=O)C=Cc4cc3)C(=C)CC2)CC1)C","NANPDB","4565","O1c2ccccc2C=CC1","C1CCC2CCCCC2C1","O(c1ccc2C=CCOc2c1)CC3CCCC4CCCCC34",12
"3823","O=C(O[C@H]1C(C)(C)[C@@H]2[C@](C)(C(COc3cc4OC(=O)C=Cc4cc3)[C@](O)(C)CC2)CC1)/C(=C\C)/C","NANPDB","4269","O1c2ccccc2C=CC1","C1CCC2CCCCC2C1","O(c1ccc2C=CCOc2c1)CC3CCCC4CCCCC34",12
"3824","O=C(O[C@H]1C(C)(C)[C@H](CC(=O)OC)C2C(=O)C1CC1=C3[C@](C)([C@H](c4cocc4)OC(=O)C3)CCC21)/C(=C\C)/C","EANPD","MELI_00014","O1CCC2=C3CC4CCCC(C4)C3CCC2C1","o1cccc1","o1ccc(c1)C2OCCC3=C4CC5CCCC(C5)C4CCC32",496
"3825","O=C(O[C@H]1C(C)(C)[C@H]2[C@@](C)([C@@H]3[C@](C)([C@@]4(C)[C@@H]([C@@H]([C@@]5(C)O[C@H](C(O)(C)C)CC5)CC4)CC3)CC2)CC1)C","EANPD","BURS_00141","C1CCC2C(C1)CCC3C4CCCC4CCC23","O1CCCC1","O1CCCC1C2CCC3C2CCC4C5CCCCC5CCC43",300
"3826","O=C(O[C@H]1C(C)(C)[C@H]2[C@@](C)([C@@H]3[C@](C)([C@@]4(C)[C@H]([C@H](O)C3)[C@@]3([C@@]5(C)O[C@@](C(O)(C)C)(O3)CC5)CC4)CC2)CC1)C","NANPDB","1087","O1C2OC3(CCC4C5CCC6CCCCC6C5CCC43)C1CC2","O1C2OC3(CCC4C5CCC6CCCCC6C5CCC43)C1CC2",NA,490
"3827","O=C(O[C@H]1C(C)(C)[C@H]2[C@@](C)([C@@H]3[C@](C)([C@@]4(C)[C@H]([C@H](OC(=O)C)C3)[C@@](O)([C@@]3(C)OC(=O)CC3)CC4)CC2)CC1)C","NANPDB","1082","C1CCC2C(C1)CCC3C4CCCC4CCC23","O1CCCC1","O1CCCC1C2CCC3C2CCC4C5CCCCC5CCC43",300
"3828","O=C(O[C@H]1C(C)(C)[C@H]2[C@@](C)([C@@H]3[C@](C)([C@@]4(C)C([C@H]5[C@@](C)(CC4)CCC(C)(C)C5)=CC3)CC2)CC1)C","EANPD","MORA_00098","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1",NA,182
"3829","O=C(O[C@H]1C(C)(C)[C@H]2[C@@](C)([C@H]3[C@H](O)C=C4[C@](C)([C@]3(C)CC2)CC[C@]2(C)[C@H]4[C@@H](C)[C@H](C)CC2)CC1)C","NANPDB","956","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1",NA,182
"3830","O=C(O[C@H]1C(C)(C)[C@H]2[C@@](C)([C@H]3[C@H](OC)C=C4[C@](C)([C@]3(C)CC2)CC[C@]2(C)[C@H]4[C@@H](C)[C@H](C)CC2)CC1)C","NANPDB","958","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1",NA,182
"3831","O=C(O[C@H]1C(C)(C)[C@H]2[C@@](C)(C3[C@](C)([C@@]4(C)[C@@H](C5[C@H](C(=C)C)CC[C@]5(C)CC4)CC3)CC2)CC1)C","NANPDB","960","C1CCC2C(C1)CCC3C2CCC4C5CCCC5CCC43","C1CCC2C(C1)CCC3C2CCC4C5CCCC5CCC43",NA,323
"3832","O=C(O[C@H]1C(C)(C)/C=C/[C@H](C)/C(/OC(=O)C)=C/2\C([C@@H](OC(=O)c3ccccc3)[C@@H](C)C\2)/C=C(\C)/[C@H](C(=O)OC)C1)C","NANPDB","2260","c1ccccc1","C1=CCCCCC=CC2C(=CC1)CCC2","O(Cc1ccccc1)C2CCC3=CCC=CCCCCC=CC32",3
"3833","O=C(O[C@H]1C(C)(C)C(=O)[C@H]2[C@H](C)C(=O)[C@]3(O2)[C@H]([C@@H](OC(=O)c2ccccc2)[C@@H](C)C3)[C@@H]2[C@@](C)([C@H](OC(=O)C)C1)O2)C","NANPDB","2257","c1ccccc1","O1C2CCCCCC3OC4(CCCC4C12)CC3","O(Cc1ccccc1)C2CCC34OC(CCCCCC5OC5C23)CC4",3
"3834","O=C(O[C@H]1C(C)(C)C=2[C@@](C)(C3[C@](C)([C@@]4(C)C([C@H]5[C@H](C)C(=C)CC[C@]5(C)CC4)=CC3)CC=2)CC1)C","NANPDB","424","C1=C2CCCCC2C3CC=C4C5CCCCC5CCC4C3C1","C1=C2CCCCC2C3CC=C4C5CCCCC5CCC4C3C1",NA,357
"3835","O=C(O[C@H]1C(C)(C)C=2[C@@](C)(C3[C@](C)([C@@]4(C)C([C@H]5[C@H](C)C(C)=CC[C@]5(C)CC4)=CC3)CC=2)CC1)C","NANPDB","426","C1=CCC2CCC3C(=CCC4C5C(=CCC34)CCCC5)C2C1","C1=CCC2CCC3C(=CCC4C5C(=CCC34)CCCC5)C2C1",NA,497
"3836","O=C(O[C@H]1C(C)(C)C2[C@@](C)([C@@H]3[C@H]([C@]4(C)C([C@@H]([C@@](O)(CCC=C(C)C)C)CC4)CC3)CC2)CC1)C","EANPD","BURS_00140","C1CCC2C(C1)CCC3C4CCCC4CCC23","C1CCC2C(C1)CCC3C4CCCC4CCC23",NA,300
"3837","O=C(O[C@H]1C(C)(C)C2[C@@](C)(C3[C@](C)([C@@]4(C)C([C@H]5[C@H](C)C(=C)CC[C@]5(C)CC4)=CC3)CC2)CC1)C","NANPDB","429","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1",NA,182
"3838","O=C(O[C@H]1C(C)(C)C2[C@@](C)(C3[C@@H](O)CC4[C@](C)([C@]3(C)CC2)CC[C@]2(C)C4[C@H](C(=C)C)CC2)CC1)C","NANPDB","965","C1CCC2C(C1)CCC3C2CCC4C5CCCC5CCC43","C1CCC2C(C1)CCC3C2CCC4C5CCCC5CCC43",NA,323
"3839","O=C(O[C@H]1C(C)C[C@]23C(=O)[C@@H](C)[C@]4(OC(=O)C)C([C@@H](O)[C@H](OC(=O)c5ccccc5)C5C(C)(C)C45)=C[C@]12O3)C","NANPDB","2430","O1C23C=C4CCC5CC5C4CCC13CCC2","c1ccccc1","O(Cc1ccccc1)C2CC3=CC45OC5(CCC4)CCC3C6CC26",487
"3840","O=C(O[C@H]1C(O)[C@H](O)CC(O)(C(=O)O)C1)/C=C/c1cc(O)c(O)cc1","NANPDB","4370","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2",3
"3841","O=C(O[C@H]1C(O)[C@H](O)CC(O)(C(=O)O)C1)/C=C/c1cc(OC)c(O)cc1","NANPDB","4373","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2",3
"3842","O=C(O[C@H]1C(O)[C@H](OC(=O)/C=C/c2cc(O)c(O)cc2)CC(O)(C(=O)O)C1)/C=C/c1cc(O)c(O)cc1","NANPDB","5470","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCC(OCC=Cc3ccccc3)C2",3
"3843","O=C(O[C@H]1C(O)[C@H](OC(=O)/C=C/c2cc(O)c(O)cc2)CC(O)(C(=O)OC)C1)/C=C/c1cc(O)c(O)cc1","NANPDB","6195","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCC(OCC=Cc3ccccc3)C2",3
"3844","O=C(O[C@H]1C[C@@H]2N(C)[C@@H](C[C@H]2O)C1)C(CO)c1ccccc1","NANPDB","3778","c1ccccc1","N1C2CCCC1CC2","O(CCc1ccccc1)C2CC3NC(CC3)C2",3
"3845","O=C(O[C@H]1C=2[C@@](C)([C@@H]3[C@](O)([C@]4(O)[C@](C)([C@H](O)C3)[C@@H](C3=COC(=O)C=C3)CC4)C1)CC[C@H](O)C=2)C","NANPDB","2658","O1C=CC=CC1","C1=C2CCC3C(CCC4CCCC43)C2CCC1","O1C=C(C=CC1)C2CCC3C2CCC4C5C(=CCCC5)CCC43",190
"3846","O=C(O[C@H]1C=2[C@@]3(C)[C@@H](COC)OC(=O)c4c3c(C(=O)C=2[C@H]2[C@@](C)(C(=O)CC2)C1)oc4)C","NANPDB","4064","o1cc2c3c1CC4=C(CCC5CCCC45)C3COC2","o1cc2c3c1CC4=C(CCC5CCCC45)C3COC2",NA,174
"3847","O=C(O[C@H]1C=C[C@]23c4c(c(O)ccc4CNCC2)OC3C1)C[C@@H](O)C","NANPDB","180","O1c2cccc3c2C4(C=CCCC14)CCNC3","O1c2cccc3c2C4(C=CCCC14)CCNC3",NA,268
"3848","O=C(O[C@H]1C2(C)[C@@H](O)C[C@@H]3[C@@](C)(O3)[C@@H]2[C@H]2OC(=O)C(=C)C2C1)/C(=C\C)/C","NANPDB","6276","O1CCC2CCC3CCC4OC4C3C12","O1CCC2CCC3CCC4OC4C3C12",NA,428
"3849","O=C(O[C@H]1C2(C)[C@@H](O)C[C@@H]3[C@@](C)(O3)[C@@H]2[C@H]2OC(=O)C(=C)C2C1)CC(C)C","NANPDB","6275","O1CCC2CCC3CCC4OC4C3C12","O1CCC2CCC3CCC4OC4C3C12",NA,428
"3850","O=C(O[C@H]1C2[C@](C)([C@@]3(C)C([C@@]4(C)C=CC(=O)C(C)(C)C4CC3)C1)CCC2[C@@]1(C)OC(=O)C=C1)C","NANPDB","1093","C1=CC2C(CC1)CCC3C4CCCC4CCC23","O1CC=CC1","O1CC=CC1C2CCC3C2CCC4C5C=CCCC5CCC43",429
"3851","O=C(O[C@H]1C2[C@](C)([C@@]3(C)C([C@@]4(C)C=CC(=O)C(C)(C)C4CC3)C1)CCC2[C@@]1(C)OC(=O)CC1)C","NANPDB","1094","C1=CC2C(CC1)CCC3C4CCCC4CCC23","O1CCCC1","O1CCCC1C2CCC3C2CCC4C5C=CCCC5CCC43",429
"3852","O=C(O[C@H]1C2[C@@H](CO)CCN2CC1)/C(=C/C)/C","EANPD","COMP_00071","N12CCCC1CCC2","N12CCCC1CCC2",NA,289
"3853","O=C(O[C@H]1C2[C@@H](COC(=O)C(O)CO)CCN2CC1)/C(=C/C)/C","NANPDB","911","N12CCCC1CCC2","N12CCCC1CCC2",NA,289
"3854","O=C(O[C@H]1C2[C@@H](COC(=O)C(O)CO)CCN2CC1)/C(=C\C)/C","NANPDB","910","N12CCCC1CCC2","N12CCCC1CCC2",NA,289
"3855","O=C(O[C@H]1C2C(CO)=CCN2CC1)C(CC)C","NANPDB","858","C1=CC2N(C1)CCC2","C1=CC2N(C1)CCC2",NA,153
"3856","O=C(O[C@H]1CC2N(C)C(C(O)C2OC(=O)CC(C)C)C1)/C(=C/C)/C","NANPDB","3771","N1C2CCCC1CC2","N1C2CCCC1CC2",NA,312
"3857","O=C(O[C@H]1CC2N(C)C(C[C@@H]2OC(=O)CC(C)C)C1)C(CO)c1ccccc1","NANPDB","3783","c1ccccc1","N1C2CCCC1CC2","O(CCc1ccccc1)C2CC3NC(CC3)C2",3
"3858","O=C(O/C=C/c1cc(OC)c(OC)c(OC)c1)CC(C)C","NANPDB","5011","c1ccccc1","c1ccccc1",NA,3
"3859","O=C(O/C=C/c1cc(OC)c(OC)cc1)CC(C)C","NANPDB","5010","c1ccccc1","c1ccccc1",NA,3
"3860","O=C(OC(=O)c1cc(O)c(O)cc1)c1cc(O)c(O)cc1","NANPDB","360","c1ccccc1","c1ccccc1","O(Cc1ccccc1)Cc2ccccc2",3
"3861","O=C(OC(C(O)(C)C)CCOc1c(OC)ccc2c1OC(=O)C=C2)CCCCCCCCCCCCCCC","NANPDB","3585","O1c2ccccc2C=CC1","O1c2ccccc2C=CC1",NA,12
"3862","O=C(OC(C(O)(C)C)COc1c2occc2cc2c1OC(=O)C=C2)C","NANPDB","4217","o1ccc2cc3C=CCOc3cc12","o1ccc2cc3C=CCOc3cc12",NA,259
"3863","O=C(OC(C)(C)[C@@H]1O[C@@](C)([C@H]2[C@@H](O)[C@H]3C(C)=CC[C@H]3C(=C)CC2)CC1)C","NANPDB","2189","C1=CC2CCCCCC2C1","O1CCCC1","O1CCCC1C2CCCC3CC=CC3C2",315
"3864","O=C(OC(C)(C)[C@H]1Oc2c(c(O)c3c(OC(=O)C=C3)c2)C1)/C(=C\C)/C","NANPDB","4463","O1c2cc3OCCc3cc2C=CC1","O1c2cc3OCCc3cc2C=CC1",NA,498
"3865","O=C(OC(C)(C)[C@H]1Oc2c(c(O)c3c(OC(=O)C=C3)c2)C1)C=C(C)C","NANPDB","4462","O1c2cc3OCCc3cc2C=CC1","O1c2cc3OCCc3cc2C=CC1",NA,498
"3866","O=C(OC(C)(C)[C@H]1Oc2c(cc3c(OC(=O)C=C3)c2)C1)/C(=C/C)/C","NANPDB","4465","O1c2cc3OCCc3cc2C=CC1","O1c2cc3OCCc3cc2C=CC1",NA,498
"3867","O=C(OC(C)(C)[C@H]1Oc2c(cc3c(OC(=O)C=C3)c2)C1)C=C(C)C","NANPDB","4464","O1c2cc3OCCc3cc2C=CC1","O1c2cc3OCCc3cc2C=CC1",NA,498
"3868","O=C(OC(C)(C)C1CC=C(C)CC1)C","NANPDB","5063","C1=CCCCC1","C1=CCCCC1",NA,1
"3869","O=C(OC(C)C)CC[C@H]1[C@](CCc2cocc2)(C)[C@H](C)CCC1=C(C)C","EANPD","CAES_00004","C1CCCCC1","o1cccc1","o1ccc(c1)CCC2CCCCC2",13
"3870","O=C(OC(C#CC#CC(O)CCCCCCCCC)C=C)C","EANPD","ARAL_00002","0",NA,NA,8
"3871","O=C(OC(C#CC#CC(O)CCCCCCCCC)CC)C","EANPD","ARAL_00001","0",NA,NA,8
"3872","O=C(OC(C#CC#CC(O)CCCCCCCCCCOC(=O)C)C=C)C","EANPD","ARAL_00003","0",NA,NA,8
"3873","O=C(OC(C#CC#CC(OC(=O)C)CCCCCCCCCCOC(=O)C)C=C)C","EANPD","ARAL_00004","0",NA,NA,8
"3874","O=C(OC(C#Cc1sc(C#CC#CC)cc1)COC(=O)C)C","EANPD","COMP_00038","s1cccc1","s1cccc1",NA,32
"3875","O=C(OC(C=C)(CCC=C(C)C)C)C","EANPD","BURS_00069","0",NA,NA,8
"3876","O=C(OC(C=C)(CCC=C(C)C)C)C","NANPDB","4477","0",NA,NA,8
"3877","O=C(OC(C=C)(CCC=C(C)C)C)CC","EANPD","BURS_00016","0",NA,NA,8
"3878","O=C(OC(CC(=O)C)C=1[C@@H](C)C[C@@H]2OC(=O)C(=C)[C@H]2CC=1)C","NANPDB","6806","O1CCC2CC=CCCC12","O1CCC2CC=CCCC12",NA,151
"3879","O=C(OC(CC(=O)C)C=1[C@@H](C)C[C@H]2OC(=O)C(=C)[C@H]2CC=1)C","NANPDB","6823","O1CCC2CC=CCCC12","O1CCC2CC=CCCC12",NA,151
"3880","O=C(OC(CC(=O)C=1[C@@H](C)C[C@@H]2OC(=O)C(=C)[C@H]2CC=1)C)C","NANPDB","6803","O1CCC2CC=CCCC12","O1CCC2CC=CCCC12",NA,151
"3881","O=C(OC(CC(O)C)C=1[C@@H](C)C[C@@H]2OC(=O)C(=C)[C@H]2CC=1)C","NANPDB","6808","O1CCC2CC=CCCC12","O1CCC2CC=CCCC12",NA,151
"3882","O=C(OC(CC(O)C)C=1[C@@H](C)C[C@H]2OC(=O)C(=C)[C@H]2CC=1)C","NANPDB","5695","O1CCC2CC=CCCC12","O1CCC2CC=CCCC12",NA,151
"3883","O=C(OC(CC(O)C=1[C@@H](C)C[C@@H]2OC(=O)C(=C)[C@H]2CC=1)C)C","NANPDB","6807","O1CCC2CC=CCCC12","O1CCC2CC=CCCC12",NA,151
"3884","O=C(OC(CC(O)C=1[C@@H](C)C[C@H]2OC(=O)C(=C)[C@H]2CC=1)C)C","NANPDB","5694","O1CCC2CC=CCCC12","O1CCC2CC=CCCC12",NA,151
"3885","O=C(OC(CC(OC(=O)C)C=1[C@@H](C)C[C@H]2OC(=O)C(=C)[C@H]2CC=1)C)C","NANPDB","5690","O1CCC2CC=CCCC12","O1CCC2CC=CCCC12",NA,151
"3886","O=C(OC(CC=1OC(=O)C(C)=C(O)C=1)C)C","NANPDB","3224","O1C=CC=CC1","O1C=CC=CC1",NA,190
"3887","O=C(OC(CCC)C)CC[C@H]1[C@](CCc2cocc2)(C)[C@H](C)CCC1=C(C)C","EANPD","CAES_00006","C1CCCCC1","o1cccc1","o1ccc(c1)CCC2CCCCC2",13
